insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S1', '2:27 PM', TO_DATE('11-08-2021', 'dd-mm-yyyy'), 'H5', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S319', '9:08 AM', TO_DATE('20-05-2022','dd-mm-yyyy'), 'H3', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S320', '6:07 PM', TO_DATE('23-06-2022','dd-mm-yyyy'), 'H4', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S321', '3:16 PM', TO_DATE('06-01-2022','dd-mm-yyyy'), 'H5', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S322', '1:27 PM', TO_DATE('17-09-2021','dd-mm-yyyy'), 'H6', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S323', '9:34 AM', TO_DATE('07-02-2021','dd-mm-yyyy'), 'H7', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S324', '4:52 PM', TO_DATE('17-02-2023','dd-mm-yyyy'), 'H8', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S325', '8:32 AM', TO_DATE('22-08-2021','dd-mm-yyyy'), 'H9', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S326', '7:13 PM', TO_DATE('04-06-2023','dd-mm-yyyy'), 'H10', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S327', '3:10 PM', TO_DATE('21-03-2023','dd-mm-yyyy'), 'H1', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S328', '10:00 AM', TO_DATE('08-04-2022','dd-mm-yyyy'), 'H2', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S329', '6:34 PM', TO_DATE('23-01-2021','dd-mm-yyyy'), 'H3', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S330', '7:20 PM', TO_DATE('21-09-2022','dd-mm-yyyy'), 'H4', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S331', '12:25 PM', TO_DATE('26-03-2022','dd-mm-yyyy'), 'H5', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S332', '1:43 PM', TO_DATE('05-11-2022','dd-mm-yyyy'), 'H6', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S333', '9:00 AM', TO_DATE('18-01-2023','dd-mm-yyyy'), 'H7', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S334', '2:21 PM', TO_DATE('18-10-2023','dd-mm-yyyy'), 'H8', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S335', '8:33 PM', TO_DATE('17-10-2023','dd-mm-yyyy'), 'H9', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S336', '7:25 PM', TO_DATE('09-12-2021','dd-mm-yyyy'), 'H10', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S337', '6:53 PM', TO_DATE('20-02-2022','dd-mm-yyyy'), 'H1', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S338', '1:56 PM', TO_DATE('20-10-2021','dd-mm-yyyy'), 'H2', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S339', '10:00 AM', TO_DATE('29-11-2022','dd-mm-yyyy'), 'H3', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S340', '12:57 PM', TO_DATE('03-01-2021','dd-mm-yyyy'), 'H4', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S341', '3:57 PM', TO_DATE('30-06-2022','dd-mm-yyyy'), 'H5', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S342', '7:38 PM', TO_DATE('16-06-2021','dd-mm-yyyy'), 'H6', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S343', '7:52 PM', TO_DATE('12-11-2023','dd-mm-yyyy'), 'H7', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S344', '8:48 AM', TO_DATE('31-05-2022','dd-mm-yyyy'), 'H8', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S345', '3:02 PM', TO_DATE('14-05-2023','dd-mm-yyyy'), 'H9', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S346', '9:38 AM', TO_DATE('18-03-2022','dd-mm-yyyy'), 'H10', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S347', '8:08 PM', TO_DATE('22-04-2022','dd-mm-yyyy'), 'H1', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S348', '2:34 PM', TO_DATE('10-08-2023','dd-mm-yyyy'), 'H2', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S349', '7:00 PM', TO_DATE('13-11-2021','dd-mm-yyyy'), 'H3', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S350', '11:00 AM', TO_DATE('24-08-2022','dd-mm-yyyy'), 'H4', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S351', '3:57 PM', TO_DATE('01-12-2023','dd-mm-yyyy'), 'H5', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S352', '1:07 PM', TO_DATE('06-09-2022','dd-mm-yyyy'), 'H6', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S353', '9:13 PM', TO_DATE('16-05-2021','dd-mm-yyyy'), 'H7', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S354', '7:25 PM', TO_DATE('05-04-2022','dd-mm-yyyy'), 'H8', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S355', '3:54 PM', TO_DATE('13-10-2021','dd-mm-yyyy'), 'H9', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S356', '11:23 AM', TO_DATE('17-09-2023','dd-mm-yyyy'), 'H10', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S357', '10:49 AM', TO_DATE('14-05-2023','dd-mm-yyyy'), 'H1', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S358', '6:33 PM', TO_DATE('26-10-2021','dd-mm-yyyy'), 'H2', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S359', '11:59 AM', TO_DATE('02-09-2022','dd-mm-yyyy'), 'H3', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S360', '2:34 PM', TO_DATE('10-07-2021','dd-mm-yyyy'), 'H4', 'M4');


